Hospital_Name,Quarter,Year,State,Acute_Care_Medicare_Patient_Days,Acute_Care_Medicaid_Patient_Days,Acute_Care_Self_Pay_Patient_Days,Acute_Care_Commercial_Patient_Days,Acute_Care_Other_Patient_Days,Acute_Care_Total_Patient_Days,Swing_Bed_Medicare_Patient_Days,Swing_Bed_Medicaid_Patient_Days,Swing_Bed_Self_Pay_Patient_Days,Swing_Bed_Commercial_Patient_Days,Swing_Bed_Other_Patient_Days,Swing_Bed_Total_Patient_Days,SNF_Medicare_Patient_Days,SNF_Medicaid_Patient_Days,SNF_Self_Pay_Patient_Days,SNF_Commercial_Patient_Days,SNF_Other_Patient_Days,SNF_Total_Patient_Days,Psych_Rehab_CDU_Medicare_Patient_Days,Psych_Rehab_CDU_Medicaid_Patient_Days,Psych_Rehab_CDU_Self_Pay_Patient_Days,Psych_Rehab_CDU_Commercial_Patient_Days,Psych_Rehab_CDU_Other_Patient_Days,Psych_Rehab_CDU_Total_Patient_Days,Total_Medicare_Patient_Days,Total_Medicaid_Patient_Days,Total_Self_Pay_Patient_Days,Total_Commercial_Patient_Days,Total_Other_Patient_Days,Total_Patient_Days,Total_Newborn_Days
Providence Newberg Medical Center,3,2016,Oregon,1150.0,431.0,-1.0,0.0,536.0,2116.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,1150.0,431.0,-1.0,0.0,536.0,2116.0,256.0
Providence Newberg Medical Center,4,2016,Oregon,1018.0,323.0,30.0,0.0,643.0,2014.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,1018.0,323.0,30.0,0.0,643.0,2014.0,234.0
Providence Portland Medical Center,1,2016,Oregon,11384.0,6204.0,332.0,0.0,5591.0,23511.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,2007.0,924.0,35,0.0,1214.0,4180.0,13391.0,7128.0,367.0,0.0,6805.0,27691.0,1950.0
Providence Portland Medical Center,2,2016,Oregon,11601.0,5875.0,159.0,0.0,5075.0,22710.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,1912.0,864.0,23,0.0,1180.0,3979.0,13513.0,6739.0,182.0,0.0,6255.0,26689.0,2074.0
Providence Portland Medical Center,3,2016,Oregon,10215.0,6526.0,132.0,0.0,5380.0,22253.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,1775.0,891.0,21,0.0,1190.0,3877.0,11990.0,7417.0,153.0,0.0,6570.0,26130.0,2171.0
Providence Portland Medical Center,4,2016,Oregon,11307.0,6244.0,74.0,0.0,5971.0,23596.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,1896.0,853.0,20,0.0,1236.0,4005.0,13203.0,7097.0,94.0,0.0,7207.0,27601.0,2101.0
Providence Seaside Hospital,1,2016,Oregon,412.0,167.0,18.0,0.0,106.0,703.0,128,0,0,0.0,0,128,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,540.0,167.0,18.0,0.0,106.0,831.0,44.0
Providence Seaside Hospital,2,2016,Oregon,524.0,137.0,-5.0,0.0,92.0,748.0,77,4,0,0.0,23,104,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,601.0,141.0,-5.0,0.0,115.0,852.0,42.0
Providence Seaside Hospital,3,2016,Oregon,412.0,102.0,1.0,0.0,96.0,611.0,89,24,0,0.0,0,113,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,501.0,126.0,1.0,0.0,96.0,724.0,62.0
Providence Seaside Hospital,4,2016,Oregon,474.0,143.0,9.0,0.0,81.0,707.0,76,3,0,0.0,9,88,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,550.0,146.0,9.0,0.0,90.0,795.0,47.0
Providence St. Vincent Medical Center,1,2016,Oregon,15057.0,5067.0,220.0,0.0,10983.0,31327.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,15057.0,5067.0,220.0,0.0,10983.0,31327.0,4179.0
Providence St. Vincent Medical Center,2,2016,Oregon,14150.0,4399.0,298.0,0.0,9946.0,28793.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,14150.0,4399.0,298.0,0.0,9946.0,28793.0,3717.0
Providence St. Vincent Medical Center,3,2016,Oregon,13070.0,4194.0,232.0,0.0,9553.0,27049.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,13070.0,4194.0,232.0,0.0,9553.0,27049.0,3852.0
Providence St. Vincent Medical Center,4,2016,Oregon,14476.0,4702.0,224.0,0.0,10245.0,29647.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,14476.0,4702.0,224.0,0.0,10245.0,29647.0,3793.0
Providence Willamette Falls Medical Center,1,2016,Oregon,1641.0,1440.0,15.0,0.0,1471.0,4567.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,1641.0,1440.0,15.0,0.0,1471.0,4567.0,434.0
Providence Willamette Falls Medical Center,2,2016,Oregon,1438.0,1382.0,38.0,0.0,1520.0,4378.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,1438.0,1382.0,38.0,0.0,1520.0,4378.0,504.0
Providence Willamette Falls Medical Center,3,2016,Oregon,1374.0,1257.0,22.0,0.0,1273.0,3926.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,1374.0,1257.0,22.0,0.0,1273.0,3926.0,513.0
Providence Willamette Falls Medical Center,4,2016,Oregon,1575.0,1321.0,26.0,0.0,1531.0,4453.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,1575.0,1321.0,26.0,0.0,1531.0,4453.0,463.0
Saint Alphonsus Medical Center - Baker City,1,2016,Oregon,304.0,146.0,9.0,0.0,85.0,544.0,102,0,0,0.0,4,106,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,406.0,146.0,9.0,0.0,89.0,650.0,11.0
Saint Alphonsus Medical Center - Baker City,2,2016,Oregon,287.0,145.0,10.0,0.0,89.0,531.0,102,0,0,0.0,0,102,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,389.0,145.0,10.0,0.0,89.0,633.0,15.0
Saint Alphonsus Medical Center - Baker City,3,2016,Oregon,208.0,134.0,4.0,0.0,123.0,469.0,100,0,0,0.0,2,102,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,308.0,134.0,4.0,0.0,125.0,571.0,64.0
Saint Alphonsus Medical Center - Baker City,4,2016,Oregon,270.0,166.0,9.0,0.0,119.0,564.0,182,0,0,0.0,17,199,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,452.0,166.0,9.0,0.0,136.0,763.0,75.0
Saint Alphonsus Medical Center - Ontario,1,2016,Oregon,929.0,448.0,47.0,0.0,230.0,1654.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,929.0,448.0,47.0,0.0,230.0,1654.0,138.0
Saint Alphonsus Medical Center - Ontario,2,2016,Oregon,883.0,465.0,21.0,0.0,238.0,1607.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,883.0,465.0,21.0,0.0,238.0,1607.0,159.0
Saint Alphonsus Medical Center - Ontario,3,2016,Oregon,811.0,372.0,46.0,0.0,188.0,1417.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,811.0,372.0,46.0,0.0,188.0,1417.0,136.0
Saint Alphonsus Medical Center - Ontario,4,2016,Oregon,880.0,430.0,31.0,0.0,224.0,1565.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,880.0,430.0,31.0,0.0,224.0,1565.0,119.0
Salem Health West Valley Hospital,1,2016,Oregon,73.0,18.0,9.0,0.0,13.0,113.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,73.0,18.0,9.0,0.0,13.0,113.0,0.0
Salem Health West Valley Hospital,2,2016,Oregon,34.0,10.0,3.0,0.0,4.0,51.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,34.0,10.0,3.0,0.0,4.0,51.0,0.0
Salem Health West Valley Hospital,3,2016,Oregon,38.0,18.0,3.0,0.0,1.0,60.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,38.0,18.0,3.0,0.0,1.0,60.0,0.0
Salem Health West Valley Hospital,4,2016,Oregon,57.0,16.0,9.0,0.0,4.0,86.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,57.0,16.0,9.0,0.0,4.0,86.0,0.0
Salem Hospital,1,2016,Oregon,13707.0,6503.0,268.0,0.0,5639.0,26117.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,1504.0,836.0,-8,0.0,677.0,3009.0,15211.0,7339.0,260.0,0.0,6316.0,29126.0,1567.0
Salem Hospital,2,2016,Oregon,12974.0,5814.0,267.0,0.0,5672.0,24727.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,1103.0,887.0,34,0.0,733.0,2757.0,14077.0,6701.0,301.0,0.0,6405.0,27484.0,1612.0
Salem Hospital,3,2016,Oregon,12088.0,6006.0,356.0,0.0,5174.0,23624.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,1265.0,901.0,57,0.0,704.0,2927.0,13353.0,6907.0,413.0,0.0,5878.0,26551.0,1588.0
Salem Hospital,4,2016,Oregon,14061.0,5848.0,264.0,0.0,5451.0,25624.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,1610.0,983.0,22,0.0,505.0,3120.0,15671.0,6831.0,286.0,0.0,5956.0,28744.0,1383.0
Samaritan Albany General Hospital,1,2016,Oregon,1233.0,640.0,28.0,0.0,498.0,2399.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,1233.0,640.0,28.0,0.0,498.0,2399.0,315.0
Samaritan Albany General Hospital,2,2016,Oregon,1089.0,614.0,46.0,0.0,449.0,2198.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,1089.0,614.0,46.0,0.0,449.0,2198.0,307.0
Samaritan Albany General Hospital,3,2016,Oregon,1034.0,582.0,48.0,0.0,386.0,2050.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,1034.0,582.0,48.0,0.0,386.0,2050.0,306.0
Samaritan Albany General Hospital,4,2016,Oregon,1203.0,597.0,57.0,0.0,448.0,2305.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,1203.0,597.0,57.0,0.0,448.0,2305.0,245.0
Samaritan Lebanon Community Hospital,1,2016,Oregon,998.0,401.0,12.0,0.0,197.0,1608.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,998.0,401.0,12.0,0.0,197.0,1608.0,170.0
Samaritan Lebanon Community Hospital,2,2016,Oregon,901.0,293.0,16.0,0.0,231.0,1441.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,901.0,293.0,16.0,0.0,231.0,1441.0,136.0
Samaritan Lebanon Community Hospital,3,2016,Oregon,771.0,313.0,26.0,0.0,246.0,1356.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,771.0,313.0,26.0,0.0,246.0,1356.0,138.0
Samaritan Lebanon Community Hospital,4,2016,Oregon,914.0,299.0,20.0,0.0,267.0,1500.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,914.0,299.0,20.0,0.0,267.0,1500.0,114.0
Samaritan North Lincoln Hospital,1,2016,Oregon,499.0,193.0,4.0,0.0,172.0,868.0,65,0,0,0.0,23,88,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,564.0,193.0,4.0,0.0,195.0,956.0,90.0
Samaritan North Lincoln Hospital,2,2016,Oregon,583.0,153.0,4.0,0.0,73.0,813.0,113,0,0,0.0,0,113,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,696.0,153.0,4.0,0.0,73.0,926.0,62.0
Samaritan North Lincoln Hospital,3,2016,Oregon,529.0,143.0,19.0,0.0,118.0,809.0,76,0,0,0.0,0,76,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,605.0,143.0,19.0,0.0,118.0,885.0,70.0
Samaritan North Lincoln Hospital,4,2016,Oregon,586.0,159.0,9.0,0.0,108.0,862.0,106,9,0,0.0,0,115,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,692.0,168.0,9.0,0.0,108.0,977.0,47.0
Samaritan Pacific Communities Hospital,1,2016,Oregon,608.0,345.0,17.0,0.0,214.0,1184.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,608.0,345.0,17.0,0.0,214.0,1184.0,105.0
Samaritan Pacific Communities Hospital,2,2016,Oregon,647.0,225.0,10.0,0.0,238.0,1120.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,647.0,225.0,10.0,0.0,238.0,1120.0,100.0
Samaritan Pacific Communities Hospital,3,2016,Oregon,659.0,216.0,30.0,0.0,208.0,1113.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,659.0,216.0,30.0,0.0,208.0,1113.0,87.0
Samaritan Pacific Communities Hospital,4,2016,Oregon,721.0,188.0,4.0,0.0,162.0,1075.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,721.0,188.0,4.0,0.0,162.0,1075.0,94.0
Santiam Memorial Hospital,1,2016,Oregon,569.0,143.0,39.0,0.0,78.0,829.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,569.0,143.0,39.0,0.0,78.0,829.0,34.0
Santiam Memorial Hospital,2,2016,Oregon,509.0,137.0,5.0,0.0,151.0,802.0,23,0,0,0.0,0,23,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,532.0,137.0,5.0,0.0,151.0,825.0,29.0
Santiam Memorial Hospital,3,2016,Oregon,508.0,99.0,13.0,0.0,152.0,772.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,508.0,99.0,13.0,0.0,152.0,772.0,31.0
Santiam Memorial Hospital,4,2016,Oregon,518.0,129.0,10.0,0.0,149.0,806.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,518.0,129.0,10.0,0.0,149.0,806.0,32.0
Shriners Children's Portland,1,2016,Oregon,0.0,171.0,18.0,0.0,169.0,358.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,171.0,18.0,0.0,169.0,358.0,0.0
Shriners Children's Portland,2,2016,Oregon,0.0,289.0,18.0,0.0,141.0,448.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,289.0,18.0,0.0,141.0,448.0,0.0
Shriners Children's Portland,3,2016,Oregon,5.0,355.0,15.0,0.0,263.0,638.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,5.0,355.0,15.0,0.0,263.0,638.0,0.0
Shriners Children's Portland,4,2016,Oregon,0.0,301.0,9.0,0.0,115.0,425.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,301.0,9.0,0.0,115.0,425.0,0.0
Sky Lakes Medical Center,1,2016,Oregon,3260.0,1398.0,81.0,0.0,895.0,5634.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,3260.0,1398.0,81.0,0.0,895.0,5634.0,342.0
Sky Lakes Medical Center,2,2016,Oregon,2640.0,1066.0,77.0,0.0,732.0,4515.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,2640.0,1066.0,77.0,0.0,732.0,4515.0,376.0
Sky Lakes Medical Center,3,2016,Oregon,2140.0,1096.0,110.0,0.0,867.0,4213.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,2140.0,1096.0,110.0,0.0,867.0,4213.0,358.0
Sky Lakes Medical Center,4,2016,Oregon,2689.0,959.0,99.0,0.0,962.0,4709.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,2689.0,959.0,99.0,0.0,962.0,4709.0,318.0
Southern Coos Hospital & Health Center,1,2016,Oregon,68.0,20.0,0.0,0.0,12.0,100.0,54,21,0,0.0,0,75,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,122.0,41.0,0.0,0.0,12.0,175.0,0.0
Southern Coos Hospital & Health Center,2,2016,Oregon,53.0,9.0,0.0,0.0,19.0,81.0,66,0,0,0.0,13,79,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,119.0,9.0,0.0,0.0,32.0,160.0,0.0
Southern Coos Hospital & Health Center,3,2016,Oregon,110.0,5.0,0.0,0.0,30.0,145.0,160,0,0,0.0,13,173,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,270.0,5.0,0.0,0.0,43.0,318.0,0.0
Southern Coos Hospital & Health Center,4,2016,Oregon,124.0,5.0,0.0,0.0,10.0,139.0,90,10,0,0.0,42,142,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,214.0,15.0,0.0,0.0,52.0,281.0,0.0
St. Anthony Hospital,1,2016,Oregon,616.0,222.0,-2.0,0.0,314.0,1150.0,34,0,0,0.0,10,44,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,650.0,222.0,-2.0,0.0,324.0,1194.0,134.0
St. Anthony Hospital,2,2016,Oregon,548.0,292.0,8.0,0.0,187.0,1035.0,33,0,0,0.0,6,39,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,581.0,292.0,8.0,0.0,193.0,1074.0,139.0
St. Anthony Hospital,3,2016,Oregon,594.0,284.0,8.0,0.0,266.0,1152.0,37,0,0,0.0,0,37,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,631.0,284.0,8.0,0.0,266.0,1189.0,152.0
St. Anthony Hospital,4,2016,Oregon,645.0,167.0,18.0,0.0,237.0,1067.0,73,0,0,0.0,0,73,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,718.0,167.0,18.0,0.0,237.0,1140.0,127.0
St. Charles Medical Center - Bend,1,2016,Oregon,7256.0,2914.0,441.0,0.0,3186.0,13797.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,999.0,621.0,20,0.0,340.0,1980.0,8255.0,3535.0,461.0,0.0,3526.0,15777.0,722.0
St. Charles Medical Center - Bend,2,2016,Oregon,7784.0,2798.0,497.0,0.0,3281.0,14360.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,1174.0,603.0,6,0.0,231.0,2014.0,8958.0,3401.0,503.0,0.0,3512.0,16374.0,753.0
St. Charles Medical Center - Bend,3,2016,Oregon,7457.0,2648.0,725.0,0.0,3367.0,14197.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,1134.0,480.0,48,0.0,304.0,1966.0,8591.0,3128.0,773.0,0.0,3671.0,16163.0,859.0
St. Charles Medical Center - Bend,4,2016,Oregon,8074.0,2851.0,652.0,0.0,3077.0,14654.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,1046.0,590.0,16,0.0,375.0,2027.0,9120.0,3441.0,668.0,0.0,3452.0,16681.0,738.0
St. Charles Medical Center - Madras,1,2016,Oregon,248.0,162.0,5.0,0.0,43.0,458.0,226,0,0,0.0,20,246,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,474.0,162.0,5.0,0.0,63.0,704.0,56.0
St. Charles Medical Center - Madras,2,2016,Oregon,266.0,130.0,11.0,0.0,50.0,457.0,136,22,0,0.0,9,167,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,402.0,152.0,11.0,0.0,59.0,624.0,68.0
St. Charles Medical Center - Madras,3,2016,Oregon,203.0,173.0,2.0,0.0,72.0,450.0,66,67,11,0.0,5,149,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,269.0,240.0,13.0,0.0,77.0,599.0,72.0
St. Charles Medical Center - Madras,4,2016,Oregon,246.0,134.0,1.0,0.0,45.0,426.0,113,23,0,0.0,28,164,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,359.0,157.0,1.0,0.0,73.0,590.0,65.0
St. Charles Medical Center - Prineville,1,2016,Oregon,422.0,45.0,2.0,0.0,23.0,492.0,120,0,0,0.0,0,120,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,542.0,45.0,2.0,0.0,23.0,612.0,0.0
St. Charles Medical Center - Prineville,2,2016,Oregon,290.0,60.0,2.0,0.0,26.0,378.0,192,8,0,0.0,0,200,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,482.0,68.0,2.0,0.0,26.0,578.0,0.0
St. Charles Medical Center - Prineville,3,2016,Oregon,308.0,65.0,1.0,0.0,18.0,392.0,141,10,0,0.0,5,156,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,449.0,75.0,1.0,0.0,23.0,548.0,0.0
St. Charles Medical Center - Prineville,4,2016,Oregon,272.0,58.0,1.0,0.0,36.0,367.0,153,15,0,0.0,0,168,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,425.0,73.0,1.0,0.0,36.0,535.0,0.0
St. Charles Medical Center - Redmond,1,2016,Oregon,1222.0,457.0,19.0,0.0,254.0,1952.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,1222.0,457.0,19.0,0.0,254.0,1952.0,203.0
St. Charles Medical Center - Redmond,2,2016,Oregon,1200.0,398.0,50.0,0.0,266.0,1914.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,1200.0,398.0,50.0,0.0,266.0,1914.0,158.0
St. Charles Medical Center - Redmond,3,2016,Oregon,977.0,383.0,66.0,0.0,311.0,1737.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,977.0,383.0,66.0,0.0,311.0,1737.0,197.0
St. Charles Medical Center - Redmond,4,2016,Oregon,1132.0,331.0,55.0,0.0,285.0,1803.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,1132.0,331.0,55.0,0.0,285.0,1803.0,162.0
Wallowa Memorial Hospital,1,2016,Oregon,202.0,96.0,0.0,0.0,83.0,381.0,130,7,0,0.0,6,143,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,332.0,103.0,0.0,0.0,89.0,524.0,38.0
Wallowa Memorial Hospital,2,2016,Oregon,229.0,30.0,0.0,0.0,80.0,339.0,193,18,0,0.0,14,225,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,422.0,48.0,0.0,0.0,94.0,564.0,21.0
Wallowa Memorial Hospital,3,2016,Oregon,180.0,28.0,0.0,0.0,71.0,279.0,224,0,0,0.0,37,261,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,404.0,28.0,0.0,0.0,108.0,540.0,17.0
Wallowa Memorial Hospital,4,2016,Oregon,210.0,91.0,0.0,0.0,43.0,344.0,136,1,0,0.0,24,161,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,346.0,92.0,0.0,0.0,67.0,505.0,30.0
Willamette Valley Medical Center,1,2016,Oregon,1721.0,644.0,25.0,0.0,448.0,2838.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,722.0,35.0,0,0.0,49.0,806.0,2443.0,679.0,25.0,0.0,497.0,3644.0,233.0
Willamette Valley Medical Center,2,2016,Oregon,1635.0,601.0,27.0,0.0,506.0,2769.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,712.0,10.0,16,0.0,-8.0,730.0,2347.0,611.0,43.0,0.0,498.0,3499.0,221.0
Willamette Valley Medical Center,3,2016,Oregon,1533.0,531.0,10.0,0.0,418.0,2492.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,560.0,4.0,14,0.0,8.0,586.0,2093.0,535.0,24.0,0.0,426.0,3078.0,239.0
Willamette Valley Medical Center,4,2016,Oregon,1669.0,642.0,10.0,0.0,490.0,2811.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,668.0,5.0,0,0.0,0.0,673.0,2337.0,647.0,10.0,0.0,490.0,3484.0,197.0
Adventist Health Columbia Gorge Medical Center,1,2017,Oregon,1140.0,488.0,23.0,0.0,397.0,2048.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,1140.0,488.0,23.0,0.0,397.0,2048.0,132.0
Adventist Health Columbia Gorge Medical Center,2,2017,Oregon,1007.0,444.0,27.0,0.0,441.0,1919.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,1007.0,444.0,27.0,0.0,441.0,1919.0,143.0
Adventist Health Columbia Gorge Medical Center,3,2017,Oregon,889.0,427.0,12.0,0.0,340.0,1668.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,889.0,427.0,12.0,0.0,340.0,1668.0,135.0
Adventist Health Columbia Gorge Medical Center,4,2017,Oregon,866.0,473.0,38.0,0.0,336.0,1713.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,866.0,473.0,38.0,0.0,336.0,1713.0,111.0
Adventist Health Portland Medical Center,1,2017,Oregon,4671.0,1810.0,78.0,0.0,1069.0,7628.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,508.0,400.0,0,0.0,0.0,908.0,5179.0,2210.0,78.0,0.0,1069.0,8536.0,402.0
Adventist Health Portland Medical Center,2,2017,Oregon,3978.0,1620.0,26.0,0.0,1119.0,6743.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,3978.0,1620.0,26.0,0.0,1119.0,6743.0,462.0
Adventist Health Portland Medical Center,3,2017,Oregon,3891.0,1591.0,76.0,0.0,1319.0,6877.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,3891.0,1591.0,76.0,0.0,1319.0,6877.0,411.0
Adventist Health Portland Medical Center,4,2017,Oregon,4581.0,2071.0,58.0,0.0,1083.0,7793.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,4581.0,2071.0,58.0,0.0,1083.0,7793.0,497.0
