State,Hospital_Name,Year,Quarter,Acute_Care_Medicare_Discharges,Acute_Care_Medicaid_Discharges,Acute_Care_Self_Pay_Discharges,Acute_Care_Commercial_Discharges,Acute_Care_Other_Discharges,Acute_Care_Total_Discharges,Swing_Bed_Medicare_Discharges,Swing_Bed_Medicaid_Discharges,Swing_Bed_Self_Pay_Discharges,Swing_Bed_Commercial_Discharges,Swing_Bed_Other_Discharges,Swing_Bed_Total_Discharges,SNF_Subacute_LTC_Medicare_Discharges,SNF_Subacute_LTC_Medicaid_Discharges,SNF_Subacute_LTC_Self_Pay_Discharges,SNF_Subacute_LTC_Commercial_Discharges,SNF_Subacute_LTC_Other_Discharges,SNF_Subacute_LTC_Total_Discharges,Psych_Rehab_CDU_Medicare_Discharges,Psych_Rehab_CDU_Medicaid_Discharges,Psych_Rehab_CDU_Self_Pay_Discharges,Psych_Rehab_CDU_Commercial_Discharges,Psych_Rehab_CDU_Other_Discharges,Psych_Rehab_CDU_Total_Discharges,Total_Medicare_Discharges,Total_Medicaid_Discharges,Total_Self_Pay_Discharges,Total_Commercial_Discharges,Total_Other_Discharges,Total_Discharges,Total_Inpatient_Surgeries,Total_Births,Number_of_Admissions_from_ER,Emergency_Room_Visits,Outpatient_Surgery_Visits,Observation_Visits,Home_Health_Visits,Total_Outpatient_Visits
WA,Arbor Health,2023,3,23.0,1,1,2.0,0,27.0,17,0,0,0.0,0,17,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,40.0,1,1,2.0,0,44.0,6.0,0,0.0,1503.0,114.0,69,0.0,11322.0
WA,Mary Bridge Children's Hospital,2023,3,0.0,525,10,6.0,407,948.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,525,10,6.0,407,948.0,0.0,0,695.0,9746.0,1148.0,1434,0.0,12328.0
WA,Tacoma General / Allenmore,2023,3,2564.0,1989,100,104.0,2263,7020.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,2564.0,1989,100,104.0,2263,7020.0,0.0,839,3703.0,32188.0,2638.0,2960,0.0,37786.0
WA,Valley Hospital and Medical Center,2023,3,647.0,343,23,13.0,306,1332.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,647.0,343,23,13.0,306,1332.0,0.0,157,1001.0,11575.0,1567.0,1567,0.0,14709.0
WA,Auburn Medical Center,2023,3,734.0,746,42,15.0,427,1964.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,50.0,55,0,0.0,31,136.0,784.0,801,42,15.0,458,2100.0,0.0,329,1161.0,10721.0,607.0,607,0.0,11935.0
WA,Grays Harbor Count,2023,3,24.0,39,5,12.0,70,150.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,24.0,39,5,12.0,70,150.0,0.0,0,145.0,4560.0,0.0,105,0.0,28227.0
WA,Providence Centralia Hospital,2023,3,154.0,58,1,32.0,11,256.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,154.0,58,1,32.0,11,256.0,202.0,138,840.0,6476.0,614.0,534,0.0,65307.0
WA,MOUNT CARMEL HOSPITAL,2023,3,12.0,5,0,4.0,1,22.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,12.0,5,0,4.0,1,22.0,23.0,47,34.0,2866.0,127.0,80,0.0,19845.0
WA,PROVIDENCE ST JOSEPH HOSPITAL,2023,3,3.0,2,0,0.0,0,5.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,3.0,2,0,0.0,0,5.0,0.0,0,17.0,1457.0,0.0,57,0.0,7503.0
WA,Snoqualmie Valley Hospital,2023,3,9.0,0,1,11.0,0,21.0,43,0,0,24.0,0,67,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,52.0,0,1,35.0,0,88.0,0.0,0,0.0,1335.0,0.0,17,0.0,1853.0
WA,Capital Medical Center,2023,3,604.0,264,12,11.0,319,1210.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,604.0,264,12,11.0,319,1210.0,0.0,109,750.0,7575.0,910.0,910,0.0,9395.0
WA,Astria Sunnyside Hospital,2023,3,163.0,72,22,23.0,23,303.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,163.0,72,22,23.0,23,303.0,159.0,53,273.0,3938.0,0.0,143,0.0,31766.0
WA,ASTRIA TOPPENISH HOSPITAL,2023,3,58.0,50,3,14.0,3,128.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,4.0,12,0,0.0,0,16.0,62.0,62,3,14.0,3,144.0,19.0,0,181.0,4321.0,1054.0,200,0.0,25719.0
WA,St. Francis Hospital,2023,3,1115.0,660,73,516.0,43,2407.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,1115.0,660,73,516.0,43,2407.0,539.0,299,1666.0,9588.0,707.0,837,0.0,110981.0
WA,Fred Hutchinson Cancer Center,2023,3,47.0,14,1,83.0,2,147.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,47.0,14,1,83.0,2,147.0,1.0,0,0.0,0.0,0.0,0,0.0,27872.0
WA,PeaceHealth United General Medical Center,2023,3,124.0,18,2,9.0,4,157.0,43,17,4,0.0,1,65,0,0,0,0.0,0,0,53.0,8,0,5.0,-1,65.0,220.0,43,6,14.0,4,287.0,0.0,0,160.0,3669.0,374.0,255,0.0,8454.0
WA,SKAGIT REGIONAL HEALTH,2023,3,1019.0,226,26,249.0,75,1595.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,20.0,39,0,18.0,3,80.0,1039.0,265,26,267.0,78,1675.0,308.0,216,2013.0,8908.0,3612.0,633,0.0,202263.0
WA,Legacy Salmon Creek Medical Center,2023,3,1100.0,823,51,1145.0,103,3222.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,1100.0,823,51,1145.0,103,3222.0,541.0,885,2403.0,14986.0,1591.0,1116,0.0,73002.0
WA,St. Anthony Hospital,2023,3,1158.0,226,24,291.0,74,1773.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,1158.0,226,24,291.0,74,1773.0,252.0,0,1678.0,8085.0,1036.0,541,0.0,74801.0
WA,Swedish Issaquah,2023,3,410.0,102,14,337.0,28,891.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,410.0,102,14,337.0,28,891.0,503.0,426,871.0,7335.0,1189.0,560,0.0,47700.0
WA,PeaceHealth Peace Island Medical Center,2023,3,17.0,2,1,0.0,2,22.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,17.0,2,1,0.0,2,22.0,0.0,0,20.0,1622.0,132.0,27,0.0,5695.0
WA,MultiCare Covington Medical Center,2023,3,276.0,107,18,5.0,143,549.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,276.0,107,18,5.0,143,549.0,0.0,0,322.0,9233.0,401.0,401,0.0,10035.0
WA,CHI Franciscan Rehabilitation Hospital,2023,3,163.0,53,3,66.0,1,286.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,163.0,53,3,66.0,1,286.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
WA,BHC Fairfax Hospital Inc,2023,3,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,149.0,426,8,0.0,125,708.0,149.0,426,8,0.0,125,708.0,0.0,0,0.0,0.0,0.0,0,0.0,2790.0
WA,Lourdes Counseling Center,2023,3,16.0,16,0,12.0,2,46.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,16.0,16,0,12.0,2,46.0,0.0,0,0.0,0.0,0.0,0,0.0,18668.0
WA,Navos,2023,3,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,27.0,108,0,29.0,1,165.0,27.0,108,0,29.0,1,165.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
WA,BHC Fairfax Behavioral Health - Everett,2023,3,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,42.0,111,1,0.0,61,215.0,42.0,111,1,0.0,61,215.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
WA,BHC Fairfax Behavioral Health - Monroe,2023,3,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,45.0,120,5,0.0,65,235.0,45.0,120,5,0.0,65,235.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
WA,Inland Northwest Behavioral Health,2023,3,40.0,27,10,54.0,416,547.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,40.0,27,10,54.0,416,547.0,0.0,0,0.0,0.0,0.0,0,0.0,760.0
WA,Wellfound Behavioral Health Hospital,2023,3,238.0,729,0,118.0,167,1252.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,238.0,729,0,118.0,167,1252.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
WA,MOUNT CARMEL HOSPITAL,2024,1,14.0,11,0,6.0,3,34.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,14.0,11,0,6.0,3,34.0,30.0,57,49.0,2745.0,148.0,78,0.0,20508.0
WA,Swedish Health Services DBA Swedish Medical Cent,2023,4,1131.0,745,27,987.0,53,2943.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,1131.0,745,27,987.0,53,2943.0,2027.0,1431,2320.0,12506.0,4029.0,1145,11.0,122692.0
WA,Swedish Health Services DBA Swedish Medical Cente,2023,4,962.0,184,9,449.0,48,1652.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,962.0,184,9,449.0,48,1652.0,726.0,0,804.0,4172.0,199.0,302,0.0,35444.0
WA,Klickitat County Public Hospital District #1,2023,4,33.0,2,0,3.0,5,43.0,8,0,1,0.0,0,9,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,41.0,2,1,3.0,5,52.0,0.0,0,43.0,1298.0,106.0,32,0.0,18663.0
WA,Virginia Mason Medical Center,2023,4,1777.0,330,38,970.0,9,3124.0,0,0,0,0.0,0,0,0,5,0,0.0,0,5,0.0,0,0,0.0,0,0.0,1777.0,335,38,970.0,9,3129.0,1455.0,58,1077.0,4340.0,3215.0,426,0.0,275956.0
WA,Seattle Children's Hospital,2023,4,7.0,1235,17,1260.0,63,2582.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,7.0,1235,17,1260.0,63,2582.0,987.0,0,2388.0,14000.0,4953.0,1816,0.0,131327.0
WA,Newport Hospital & Health Services,2023,4,64.0,23,2,16.0,8,113.0,22,1,0,1.0,0,24,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,86.0,24,2,17.0,8,137.0,13.0,15,116.0,2295.0,288.0,115,0.0,18092.0
WA,Lourdes Medical Center,2023,4,190.0,46,12,60.0,9,317.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,190.0,46,12,60.0,9,317.0,88.0,0,157.0,5312.0,949.0,81,0.0,36217.0
WA,Three Rivers Hospital,2023,4,17.0,6,1,10.0,0,34.0,8,0,0,0.0,0,8,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,25.0,6,1,10.0,0,42.0,1.0,0,42.0,849.0,20.0,60,0.0,3597.0
WA,PeaceHealth St John Medical Center,2023,4,1019.0,445,25,250.0,58,1797.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,1019.0,445,25,250.0,58,1797.0,196.0,213,1506.0,11696.0,2515.0,387,0.0,26871.0
WA,Harborview Medical Center,2023,4,1355.0,1225,0,726.0,309,3615.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,89.0,199,0,83.0,22,393.0,1444.0,1424,0,809.0,331,4008.0,2482.0,0,3211.0,14736.0,2273.0,820,0.0,79269.0
WA,St.Joseph Medical Center,2023,4,2301.0,1213,98,1449.0,242,5303.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,2301.0,1213,98,1449.0,242,5303.0,1534.0,657,2855.0,7924.0,1527.0,874,15247.0,220283.0
WA,St. Elizabeth Hospital,2023,4,202.0,61,3,120.0,14,400.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,202.0,61,3,120.0,14,400.0,57.0,86,95.0,3268.0,240.0,89,0.0,36947.0
WA,Deaconess Hospital - MultiCare Health Systems,2023,4,1382.0,884,20,24.0,846,3156.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,1382.0,884,20,24.0,846,3156.0,893.0,1794,1685.0,17351.0,1802.0,475,0.0,19628.0
WA,Olympic Medical Center,2023,4,527.0,128,8,103.0,52,818.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,527.0,128,8,103.0,52,818.0,223.0,89,0.0,6697.0,1708.0,400,9361.0,119552.0
WA,Shriners Hospitals for Children - Spokane,2023,4,0.0,23,8,15.0,0,46.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,23,8,15.0,0,46.0,0.0,0,0.0,0.0,203.0,0,0.0,4907.0
WA,Columbia Basin Hospital,2023,4,14.0,7,0,11.0,4,36.0,24,4,0,11.0,11,50,0,2,0,3.0,0,5,0.0,0,0,0.0,0,0.0,38.0,13,0,25.0,15,91.0,0.0,0,22.0,1207.0,0.0,14,0.0,8666.0
WA,PROVIDENCE ST JOSEPH HOSPITAL,2024,1,4.0,3,0,0.0,0,7.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,4.0,3,0,0.0,0,7.0,0.0,0,20.0,1492.0,0.0,45,0.0,8092.0
WA,PHM Medical Center,2023,4,100.0,192,4,105.0,15,416.0,18,3,0,2.0,0,23,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,118.0,195,4,107.0,15,439.0,1251.0,157,117.0,4895.0,1545.0,195,0.0,34033.0
WA,PROVIDENCE ST MARY MEDICAL CENTER,2023,4,213.0,51,1,58.0,33,356.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,213.0,51,1,58.0,33,356.0,215.0,123,853.0,6785.0,938.0,252,0.0,43555.0
WA,Forks Community Hospital,2023,4,32.0,11,2,0.0,11,56.0,5,0,0,0.0,1,6,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,37.0,11,2,0.0,12,62.0,1.0,3,18.0,1204.0,66.0,81,0.0,11083.0
WA,Public Hospital District 2 dba Willapa Harbor Hos,2023,4,32.0,6,0,11.0,0,49.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,32.0,6,0,11.0,0,49.0,0.0,0,37.0,1297.0,98.0,57,0.0,8509.0
WA,YAKIMA VALLEY MEMORIAL,2023,4,1477.0,1003,83,564.0,101,3228.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,15.0,13,0,8.0,0,36.0,1492.0,1016,83,572.0,101,3264.0,796.0,602,2610.0,21308.0,4171.0,0,3646.0,77231.0
WA,Grays Harbor Community Hospital,2023,4,378.0,176,0,0.0,111,665.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,17.0,49,0,0.0,31,97.0,395.0,225,0,0.0,142,762.0,145.0,79,546.0,5373.0,660.0,242,0.0,31096.0
WA,Samaritan Hospital,2023,4,219.0,198,0,0.0,272,689.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,219.0,198,0,0.0,272,689.0,205.0,237,325.0,6108.0,1191.0,204,0.0,28794.0
WA,Pacific County Public Healthcare Services Distric,2023,4,57.0,6,0,14.0,3,80.0,7,0,0,0.0,0,7,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,64.0,6,0,14.0,3,87.0,5.0,0,91.0,1757.0,141.0,12,0.0,14704.0
WA,Good Samaritan Hospital,2023,4,2612.0,1111,67,46.0,1650,5486.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,14.0,10,0,2.0,8,34.0,2626.0,1121,67,48.0,1658,5520.0,797.0,2890,4175.0,41713.0,1737.0,758,0.0,44208.0
WA,Garfield County Public Hospital District,2023,4,7.0,0,1,0.0,0,8.0,12,16,17,1.0,0,46,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,19.0,16,18,1.0,0,54.0,0.0,0,8.0,234.0,0.0,139,0.0,2955.0
WA,Providence Regional Medical Center Everett,2023,4,2215.0,701,68,950.0,129,4063.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,2215.0,701,68,950.0,129,4063.0,1554.0,887,4376.0,12779.0,2012.0,1706,0.0,97954.0
WA,Jefferson County Public Hospital District No 2,2023,4,228.0,44,1,36.0,20,329.0,2,0,0,0.0,0,2,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,230.0,44,1,36.0,20,331.0,72.0,22,361.0,3600.0,492.0,120,2352.0,40131.0
WA,Skyline Health,2023,4,38.0,4,1,0.0,17,60.0,19,0,0,0.0,5,24,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,57.0,4,1,0.0,22,84.0,0.0,0,95.0,913.0,209.0,12,0.0,9048.0
WA,EvergreenHealth Monroe,2023,4,155.0,35,4,49.0,6,249.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,9.0,133,2,47.0,4,195.0,164.0,168,6,96.0,10,444.0,72.0,0,358.0,4452.0,379.0,175,0.0,7394.0
WA,CASCADE VALLEY HOSPITAL,2023,4,252.0,88,5,67.0,11,423.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,252.0,88,5,67.0,11,423.0,151.0,43,506.0,5780.0,947.0,99,0.0,32039.0
WA,NORTH VALLEY HOSPITAL OCPHD#4,2023,4,52.0,3,0,6.0,0,61.0,22,0,0,0.0,0,22,1,2,2,0.0,0,5,0.0,0,0,0.0,0,0.0,75.0,5,2,6.0,0,88.0,0.0,0,28.0,1408.0,40.0,28,0.0,4029.0
WA,Tri-State Memorial Hospital,2023,4,192.0,23,2,0.0,35,252.0,5,0,0,0.0,0,5,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,197.0,23,2,0.0,35,257.0,71.0,0,294.0,3387.0,1446.0,59,0.0,104012.0
WA,Othello Community Hospital,2023,4,20.0,91,3,21.0,1,136.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,20.0,91,3,21.0,1,136.0,0.0,103,27.0,1493.0,82.0,34,0.0,3943.0
WA,Highline Medical Center,2023,4,772.0,512,42,318.0,28,1672.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,772.0,512,42,318.0,28,1672.0,258.0,182,1319.0,8205.0,512.0,615,0.0,89664.0
WA,University of Washington Medical Center,2023,4,2960.0,1207,0,2764.0,339,7270.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,70.0,21,0,32.0,4,127.0,3030.0,1228,0,2796.0,343,7397.0,2206.0,1056,3345.0,18242.0,5403.0,1561,0.0,167570.0
WA,Quincy Valley Medical Center,2023,4,9.0,1,1,0.0,3,14.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,9.0,1,1,0.0,3,14.0,0.0,0,12.0,885.0,0.0,20,0.0,3566.0
WA,Overlake Hospital Medical Center,2023,4,1598.0,408,14,0.0,1600,3620.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,20.0,66,31,0.0,104,221.0,1618.0,474,45,0.0,1704,3841.0,1111.0,898,2702.0,12153.0,2250.0,3675,0.0,203364.0
WA,St. Clare Hospital,2023,4,758.0,350,39,224.0,66,1437.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,758.0,350,39,224.0,66,1437.0,269.0,0,1249.0,7079.0,951.0,412,0.0,71796.0
WA,Island Hospital,2023,4,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,224.0,108,0.0,4277.0,1009.0,0,0.0,25787.0
WA,LINCOLN COUNTY HOSPITAL DISTRICT # 3,2023,4,52.0,2,1,7.0,0,62.0,17,2,6,0.0,0,25,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,69.0,4,7,7.0,0,87.0,0.0,0,0.0,863.0,139.0,93,0.0,6404.0
WA,Swedish Edmonds,2023,4,693.0,239,23,221.0,27,1203.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,693.0,239,23,221.0,27,1203.0,326.0,255,1609.0,10974.0,968.0,554,0.0,73945.0
WA,HOLY FAMILY HOSPITAL,2023,4,424.0,151,7,119.0,25,726.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,424.0,151,7,119.0,25,726.0,471.0,260,1297.0,9476.0,1866.0,559,0.0,46015.0
WA,Kittitas Valley Healthcare,2023,4,129.0,37,5,49.0,3,223.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,129.0,37,5,49.0,3,223.0,45.0,53,194.0,4288.0,1025.0,146,3110.0,53128.0
WA,Columbia County Public Hospital District No. 1,2023,4,16.0,7,0,1.0,0,24.0,16,10,0,3.0,1,30,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,32.0,17,0,4.0,1,54.0,0.0,0,8.0,511.0,0.0,0,0.0,511.0
WA,St Michael Medical Center,2023,4,2086.0,632,37,725.0,312,3792.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,2086.0,632,37,725.0,312,3792.0,883.0,331,3000.0,14552.0,2017.0,1097,0.0,251355.0
WA,PeaceHealth St Joseph Medical Center,2023,4,2228.0,732,76,903.0,102,4041.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,39.0,70,0,40.0,2,151.0,2267.0,802,76,943.0,104,4192.0,833.0,492,2864.0,16937.0,1931.0,2508,0.0,29320.0
WA,Mid Valley Hospital,2023,4,79.0,72,3,26.0,9,189.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,79.0,72,3,26.0,9,189.0,60.0,52,207.0,2600.0,295.0,54,0.0,10295.0
WA,Douglas Lincoln and Okanogan Public Hospital Di,2023,4,39.0,41,0,0.0,17,97.0,6,2,0,0.0,0,8,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,45.0,43,0,0.0,17,105.0,6.0,17,98.0,976.0,110.0,45,0.0,77149.0
WA,Public Hospital District No 1 of Mason County WA,2023,4,225.0,112,5,44.0,19,405.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,225.0,112,5,44.0,19,405.0,62.0,81,302.0,4064.0,333.0,363,0.0,48440.0
WA,Whitman Hospital & Medical Clinics,2023,4,0.0,0,0,0.0,74,74.0,20,0,0,0.0,0,20,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,20.0,0,0,0.0,74,94.0,18.0,13,0.0,951.0,116.0,40,0.0,15262.0
WA,Valley Medical Center,2023,4,1814.0,1172,85,1253.0,70,4394.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,1814.0,1172,85,1253.0,70,4394.0,824.0,667,3618.0,21986.0,2191.0,756,0.0,208229.0
WA,Whidbey Island Public Hospital District,2023,4,144.0,40,0,125.0,10,319.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,144.0,40,0,125.0,10,319.0,220.0,52,258.0,4889.0,237.0,72,0.0,20451.0
WA,Cascade Medical Center,2023,4,11.0,2,3,0.0,0,16.0,9,0,0,0.0,0,9,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,20.0,2,3,0.0,0,25.0,0.0,0,13.0,996.0,0.0,13,0.0,22741.0
WA,Providence St. Peter Hospital,2023,4,1679.0,376,11,420.0,144,2630.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,1679.0,376,11,420.0,144,2630.0,1087.0,430,2892.0,11003.0,2062.0,1285,0.0,83729.0
WA,Kadlec Regional Medical Center,2023,4,820.0,363,21,396.0,59,1659.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,820.0,363,21,396.0,59,1659.0,979.0,533,2606.0,17619.0,1806.0,1327,10.0,112372.0
WA,Sacred Heart Medical Center,2023,4,1576.0,1142,35,986.0,214,3953.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,1576.0,1142,35,986.0,214,3953.0,2190.0,637,3368.0,15591.0,2999.0,2123,0.0,129429.0
WA,EvergreenHealth Kirkland / King Country Public Ho,2023,4,1789.0,659,88,1661.0,0,4197.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,62.0,7,0,23.0,0,92.0,1851.0,666,88,1684.0,0,4289.0,602.0,1116,2827.0,15251.0,3857.0,641,32800.0,463296.0
WA,Lake Chelan Health,2023,4,33.0,23,1,11.0,0,68.0,12,0,0,2.0,0,14,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,45.0,23,1,13.0,0,82.0,4.0,19,0.0,1567.0,185.0,0,0.0,1752.0
WA,Ferry County Memorial Hospital,2023,4,14.0,4,2,4.0,1,25.0,6,1,0,0.0,0,7,0,5,0,0.0,0,5,0.0,0,0,0.0,0,0.0,20.0,10,2,4.0,1,37.0,0.0,0,24.0,522.0,40.0,6,0.0,5970.0
WA,Confluence Health: Central Washington Hospital,2023,4,1276.0,493,0,0.0,661,2430.0,0,0,0,0.0,0,0,17,6,0,0.0,7,30,0.0,0,0,0.0,0,0.0,1293.0,499,0,0.0,668,2460.0,601.0,354,0.0,14635.0,3328.0,851,5392.0,302029.0
WA,PeaceHealth Southwest Medical Center,2023,4,2771.0,958,91,1042.0,186,5048.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,50.0,10,0,13.0,3,76.0,2821.0,968,91,1055.0,189,5124.0,1248.0,465,3655.0,16069.0,3672.0,1075,16313.0,59563.0
WA,Public Hospital District #1-A of Whitman County,2023,4,109.0,43,3,109.0,8,272.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,109.0,43,3,109.0,8,272.0,111.0,89,132.0,3634.0,0.0,242,0.0,37121.0
WA,Arbor Health,2023,4,15.0,0,1,4.0,0,20.0,12,0,0,1.0,0,13,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,27.0,0,1,5.0,0,33.0,4.0,0,0.0,1300.0,111.0,52,0.0,12376.0
WA,Mary Bridge Children's Hospital,2023,4,0.0,754,9,9.0,597,1369.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,754,9,9.0,597,1369.0,250.0,0,1073.0,12762.0,1802.0,404,0.0,14968.0
